camis,dba,boro,building,street,zipcode,phone,cuisine,latitude,longitude,nta_code,community_board,council_district,never_inspected,n_inspections,first_inspection,last_inspection,avg_score,latest_score,latest_grade,total_violations,total_critical,ever_closed
50178528,HARDEE ON UTICA,Brooklyn,209,UTICA AVENUE,11213,9173755958,CHINESE,40.67170566734,-73.93083593772,BK61,308,36,false,1,2026-02-17,2026-02-17,13.0,13,A,3,1,false
50178529,JOYBITE TANGHULU INC,Queens,42,BROADWAY,11414,3479232084,UNKNOWN,40.65748645086,-73.82977940771,QN57,410,32,true,,,,,,,,,false
50178532,JOYBITE TANGHULU INC,Brooklyn,42,BROADWAY,11249,3479232084,UNKNOWN,40.7106647036,-73.96725169926,BK73,301,33,true,,,,,,,,,false
50178536,BUDDY BUDDY,Manhattan,340,BOWERY,10012,6083856503,COFFEE/TEA,40.72608096646,-73.9919147502,MN23,102,2,false,1,2026-07-07,2026-07-07,22.0,22,N,4,2,false
50178538,VANDERBUILT MARKET - BARS & EATERIES / BELLO ANGELO,Manhattan,230,PARK AVENUE,10169,6468742043,AMERICAN,40.75450075314,-73.97595042717,MN19,105,4,false,1,2026-04-27,2026-04-27,2.0,2,A,1,0,false
50178543,CAFFE NEGRONI,Brooklyn,308,86 STREET,11209,7182194101,ITALIAN,40.62337858045,-74.03078528112,BK31,310,47,false,2,2026-04-28,2026-04-28,13.0,13,A,5,2,false
50178548,TEX'S CHICKEN AND BURGER,Brooklyn,1621,PITKIN AVENUE,11212,9292784005,HAMBURGERS,40.6692866577,-73.91341288491,BK81,316,41,false,1,2025-12-12,2025-12-12,18.0,18,N,2,2,false
50178550,MICHELANDIA BOTANERA CORP.,Brooklyn,480,60 STREET,11220,8434415759,UNKNOWN,40.63983371717,-74.01678368072,BK32,307,38,true,,,,,,,,,false
50178552,PIZZA EXPRESS,Manhattan,2361,FREDERICK DOUGLASS BOULEVARD,,3479853301,PIZZA,,,,,,false,1,2026-01-21,2026-01-21,12.0,12,A,4,1,false
50178555,"LEAP SERVICES, INC.",Manhattan,154,WEST 34 STREET,10001,7033409968,UNKNOWN,40.75056407541,-73.98964879447,MN17,105,3,true,,,,,,,,,false
50178557,JAH LION,Bronx,767,EAST 133 STREET,10454,6464687582,"JUICE, SMOOTHIES, FRUIT SALADS",40.80118963386,-73.9141436386,BX39,201,8,false,2,2026-07-28,2026-07-28,39.0,39,N,10,3,false
50178563,TRU ASTORIA,Queens,35-19,DITMARS BOULEVARD,11105,7187028879,MEDITERRANEAN,40.7747205255,-73.90869712238,QN72,401,22,false,1,2025-12-10,2025-12-10,17.0,17,N,2,2,false
50178564,MAMA'S CUPBOARD,Manhattan,20,UNION SQUARE WEST,10003,2123712947,UNKNOWN,40.73660979179,-73.99067937838,MN13,105,2,true,,,,,,,,,false
50178568,BAKED CHEESE HAUS LTD,Manhattan,1,HERALD SQUARE,10001,6086301355,UNKNOWN,40.75054190782,-73.98754102176,MN17,105,4,true,,,,,,,,,false
50178569,JUST SALAD,Brooklyn,445,ALBEE SQUARE,11201,7323004245,SALADS,40.69082623269,-73.98345224546,BK38,302,33,false,1,2026-04-22,2026-04-22,7.0,7,A,2,0,false
50178576,JUST SALAD,Manhattan,20,HUDSON YARDS,10001,2122441111,SOUPS/SALADS/SANDWICHES,40.75303757114,-74.00028152864,MN13,104,3,false,1,2026-04-21,2026-04-21,10.0,10,A,2,1,false
50178577,FALAFEL BITES,Queens,59-04,MYRTLE AVENUE,11385,9294344054,EGYPTIAN,40.7004916837,-73.89954853212,QN20,405,34,false,1,2025-12-08,2025-12-08,9.0,9,A,2,1,false
50178578,MOLCAJETE TAQUERIA,Bronx,510,WILLIS AVENUE,10455,3479821933,MEXICAN,40.815163512,-73.91841745957,BX39,201,8,false,2,2026-01-13,2026-07-20,16.0,4,,3,1,false
50178579,DONPLINADA,Manhattan,645,WEST 184 STREET,10033,6468063188,SPANISH,40.85173892062,-73.93396993942,MN35,112,10,false,1,2026-08-06,2026-08-06,3.0,3,,1,0,false
50178584,STARZ COFFEE CAFE,Brooklyn,4411,5 AVENUE,11220,7184489119,UNKNOWN,40.648329834,-74.00694064,BK34,307,38,true,,,,,,,,,false
50178587,STOUT NYC,Manhattan,213,WEST 35 STREET,10001,2126296191,AMERICAN,40.75193929826,-73.99079633155,MN17,105,3,false,1,2026-01-16,2026-01-16,11.0,11,A,2,2,false
50178588,BLACK OLIVE DELI,Queens,82-39,164 STREET,11432,3474847348,AMERICAN,40.71823336167,-73.80367883007,QN38,408,24,false,4,2026-01-20,2026-06-11,31.25,35,C,16,11,true
50178591,BUNCH O BAGELS,Brooklyn,361,TROY AVENUE,11213,3472958545,JEWISH/KOSHER,40.66604121665,-73.93693003175,BK61,309,35,false,2,2026-02-03,2026-03-20,31.0,13,A,10,6,false
50178593,"GATE GOURMET LOUNGE, INC.",Queens,1,CENTRAL TERMINAL AREA,,5712267792,UNKNOWN,,,,,,true,,,,,,,,,false
50178594,HIGH BEAM COFFEE ROASTERY,Brooklyn,369,VAN BRUNT STREET,11231,9177213518,COFFEE/TEA,40.67661141484,-74.01374658694,BK33,306,38,false,3,2026-02-10,2026-03-16,22.5,12,A,12,5,false
50178597,CARVEL,Queens,171-15,NORTHERN BOULEVARD,11358,6467251888,UNKNOWN,40.75792734049,-73.79531341184,QN51,407,19,true,,,,,,,,,false
50178600,24 YAN INC,Queens,147-10,45 AVENUE,11355,9293301999,CHINESE,40.75551240605,-73.81498172647,QN52,407,20,false,1,2025-12-02,2025-12-02,9.0,9,A,4,1,false
50178604,KAIJIN SEAFOOD,Bronx,691,CO OP CITY BOULEVARD,10475,9295884448,SEAFOOD,40.87977903912,-73.82428998805,BX13,210,12,false,1,2025-11-10,2025-11-10,10.0,10,,3,1,false
50178605,CLUCK N MOO NYC,Manhattan,1636,SAINT NICHOLAS AVENUE,10040,6463273058,UNKNOWN,40.85602860048,-73.92880712608,MN35,112,10,true,,,,,,,,,false
50178609,PATOK,Manhattan,20,UNION SQUARE WEST,10003,9148171022,UNKNOWN,40.73660979179,-73.99067937838,MN13,105,2,true,,,,,,,,,false
50178617,D'ABRUZZO,Manhattan,1802,65TH ST TRANSVERSE,,5166334965,UNKNOWN,,,,,,true,,,,,,,,,false
50178618,TEN TAN CHINESE RESTAURANT,Manhattan,3864,10 AVENUE,10034,3473792290,CHINESE,40.86424265091,-73.91910540683,MN01,112,10,false,2,2026-01-15,2026-07-30,22.5,17,Z,9,5,false
50178626,HALAL MUNCHIES,Bronx,79,EAST GUN HILL ROAD,10467,7187085391,MIDDLE EASTERN,40.88178548434,-73.87977775825,BX43,207,11,false,2,2026-02-10,2026-02-10,19.0,19,N,4,2,false
50178634,B SIDE / GRAMWICH,Manhattan,131,AVENUE C,10009,6463701646,UNKNOWN,40.72488796579,-73.97827736962,MN28,103,2,true,,,,,,,,,false
50178635,LEGEND CAFE EXPRESS,Brooklyn,2172,86 STREET,11214,9176621164,CHINESE,40.60224498609,-73.9943245746,BK28,311,47,false,2,2025-12-11,2025-12-11,45.0,45,N,9,5,false
50178637,ZUMA NEW YORK,Manhattan,261,MADISON AVENUE,10016,2125449862,UNKNOWN,40.7507989737,-73.98073037577,MN20,106,4,true,,,,,,,,,false
50178638,NAXOS,Brooklyn,470,DRIGGS AVENUE,11211,7187106945,UNKNOWN,40.71895225383,-73.95438330621,BK73,301,33,true,,,,,,,,,false
50178641,THE POST BK,Brooklyn,100,DOBBIN STREET,11222,9173712879,UNKNOWN,40.72528728562,-73.95465675631,BK76,301,33,true,,,,,,,,,false
50178644,TINY HEARTS PLAY CAFE,Unknown,123,HOPE ST,6605,7185052095,UNKNOWN,,,,,,true,,,,,,,,,false
50178645,FRIDA BROOKLYN,Brooklyn,5611,AVENUE L,11234,3472418200,OTHER,40.62393488327,-73.92138267336,BK58,318,46,false,1,2025-12-05,2025-12-05,12.0,12,A,3,1,false
50178646,FLAVA'S VEGAN PIZZERIA,Brooklyn,547,FLATBUSH,,9176516158,UNKNOWN,,,,,,true,,,,,,,,,false
50178649,ARIA NOVA,Manhattan,190,BLEECKER STREET,10012,9298191306,PIZZA,40.72925419224,-74.0014035308,MN23,102,3,false,1,2026-02-12,2026-02-12,11.0,11,A,2,1,false
50178650,PHYLLI KITCHEN LLC,Brooklyn,1588,ROCKAWAY PARKWAY,11236,9143205620,UNKNOWN,40.64216743387,-73.89903491905,BK50,318,46,true,,,,,,,,,false
50178651,SQUEEZEMEPLZ,Bronx,137,ALEXANDER AVENUE,10454,7187478771,"JUICE, SMOOTHIES, FRUIT SALADS",40.80732763972,-73.92714357679,BX39,201,8,false,6,2026-04-09,2026-08-04,52.5,12,Z,25,14,false
50178652,FIRST RAY OPERATIONS (NEW YORK) LLC,Manhattan,410,10 AVENUE,10001,6502168617,UNKNOWN,40.7537978664,-73.99908682614,MN13,104,3,true,,,,,,,,,false
50178653,LUCKIN COFFEE,Manhattan,147,3 AVENUE,10003,6502168617,UNKNOWN,40.73406499119,-73.98659873728,MN21,106,2,true,,,,,,,,,false
50178654,LUCKIN COFFEE,Manhattan,221,GRAND STREET,10013,6502168617,COFFEE/TEA,40.71880205301,-73.99581893032,MN24,102,1,false,2,2026-02-17,2026-04-02,35.5,41,Z,7,5,false
50178657,MILANO'S PIZZERIA,Manhattan,2255,2 AVENUE,10029,5169870346,PIZZA,40.79678591402,-73.9379397654,MN34,111,8,false,1,2026-08-03,2026-08-03,21.0,21,N,4,2,false
50178659,VIVIBOWL,Manhattan,303,PARK AVENUE SOUTH,10010,6463989218,SPANISH,40.74032026645,-73.98624743521,MN21,105,2,false,3,2026-04-21,2026-06-03,51.5,13,A,10,7,false
50178660,GRANDPA CHEN,Queens,61-17,SPRINGFIELD BOULEVARD,11364,3472350424,BAKERY PRODUCTS/DESSERTS,40.74879939198,-73.75654710386,QN42,411,23,false,1,2026-04-09,2026-04-09,29.0,29,N,6,3,false
50178662,CARIB SEAFOOD RESTAURANT & BAR,Bronx,2521,WEBSTER AVENUE,10458,6463821457,CARIBBEAN,40.8613409156,-73.89174516761,BX05,205,15,false,2,2026-02-09,2026-03-12,39.0,20,Z,13,10,false
50178663,YULHUNG CAFE,Queens,40-36,75 STREET,11373,6468419080,COFFEE/TEA,40.74591464004,-73.89031663848,QN29,404,25,false,1,2026-02-21,2026-02-21,19.0,19,N,4,2,false
50178666,THE HALAL GUYS (GATE 525),Queens,JFK,AIRPORT,11430,9177323654,MEDITERRANEAN,,,,,,false,1,2026-08-05,2026-08-05,8.0,8,A,1,1,false
50178667,SHAXIAN SNACKS,Manhattan,94,EAST BROADWAY,10002,9179743745,CHINESE,40.71377079253,-73.99364049413,MN27,103,1,false,1,2026-07-17,2026-07-17,30.0,30,N,6,3,false
50178668,AROMA DE CAFE,Queens,81-02,BROADWAY,11373,7184069066,LATIN AMERICAN,40.74330060732,-73.88370960955,QN29,404,25,false,1,2025-12-20,2025-12-20,9.0,9,A,2,1,false
50178669,DONER KING NYC,Queens,180-05,JAMAICA AVENUE,11432,7314442757,MEDITERRANEAN,40.70846902302,-73.78033479722,QN61,412,23,false,1,2026-04-09,2026-04-09,11.0,11,A,3,1,false
50178680,NOODLEPAN THAI FUSION,Staten Island,1809,VICTORY BOULEVARD,10314,7187277499,THAI,40.61301759575,-74.12358299993,SI07,501,50,false,1,2025-12-20,2025-12-20,4.0,4,A,2,0,false
50178682,STREET VEGAN LLC,Manhattan,42,WEST 42 STREET,10036,9172151616,UNKNOWN,40.75406823942,-73.98232117075,MN17,105,4,true,,,,,,,,,false
50178688,CASCARINO'S / SHAKE N SWIRL,Queens,152-59,10 AVENUE,11357,7187464370,PIZZA,40.7933984433,-73.80834996452,QN49,407,19,false,2,2026-02-03,2026-07-21,29.0,12,A,12,8,false
50178689,DOUGHNUTTERY EVENTS INC,Manhattan,1,HERALD SQUARE,10001,2126334359,UNKNOWN,40.75054190782,-73.98754102176,MN17,105,4,true,,,,,,,,,false
50178701,GEMINI LOUNGE,Queens,107-23,LIBERTY AVENUE,11417,7183230502,AMERICAN,40.68363928819,-73.83389846695,QN55,410,28,false,1,2026-07-23,2026-07-23,31.0,31,N,4,3,false
50178703,7TH STREET BURGER,Bronx,396,EAST 149 STREET,10455,7328248529,HAMBURGERS,40.81616787179,-73.91811275007,BX34,201,17,false,1,2026-03-03,2026-03-03,12.0,12,A,3,2,false
50178704,THE BBQ AND SPICY HOT POT HOUSE,Queens,158-14,NORTHERN BOULEVARD,11358,3478216785,CHINESE,40.76340711604,-73.80711175806,QN51,407,20,false,1,2026-01-15,2026-01-15,12.0,12,A,4,2,false
50178720,THE PINCHO TRUCK,Manhattan,42,BROADWAY,10004,2012688655,UNKNOWN,40.70626329736,-74.01290873417,MN25,101,1,true,,,,,,,,,false
50178722,HALAL KING PIZZA,Bronx,2197,GRAND CONCOURSE,10453,9172934099,PIZZA,40.85576645999,-73.90098321843,BX40,205,14,false,2,2025-12-06,2026-02-18,14.5,12,A,7,5,false
50178725,FELLINI COFFEE,Manhattan,420,WEST 14 STREET,10014,6463703370,COFFEE/TEA,40.74132824554,-74.00630440711,MN23,102,3,false,2,2026-04-07,2026-05-03,24.0,11,A,4,4,false
50178728,BEL FRIES FOODS LLC,Manhattan,1,HERALD SQUARE,10001,6465991401,UNKNOWN,40.75054190782,-73.98754102176,MN17,105,4,true,,,,,,,,,false
50178736,SHINJUKU RAMEN,Manhattan,58,WEST 56 STREET,10019,9173882246,JAPANESE,40.76303427404,-73.9762650039,MN17,105,4,false,2,2026-06-29,2026-06-29,45.0,45,N,9,5,false
50178739,WOOPS MACARONS,Manhattan,151,WEST 34 STREET,10001,9175876070,UNKNOWN,40.75050916477,-73.98947917044,MN17,105,3,true,,,,,,,,,false
50178742,PARK & BEL,Manhattan,70,PARK AVENUE,10016,2129732400,COFFEE/TEA,40.74975298911,-73.97940250754,MN20,106,4,false,3,2026-01-20,2026-04-13,36.0,2,,7,3,false
50178745,"FORREST SOLUTIONS, LLC",Manhattan,19,WEST 44 STREET,10036,2129863600,UNKNOWN,40.75516041445,-73.98083017402,MN17,105,4,true,,,,,,,,,false
50178746,PURA VIDA MIAMI,Manhattan,100,5 AVENUE,10011,3058591311,CALIFORNIAN,40.73687345373,-73.99299236583,MN13,105,3,false,1,2026-06-17,2026-06-17,35.0,35,N,6,4,false
50178748,YAFA,Queens,63-32,108 STREET,11375,9176024835,UNKNOWN,40.73410248383,-73.85021890125,QN17,406,24,true,,,,,,,,,false
50178751,PATTIN',Manhattan,242,WEST 49 STREET,10019,2122923171,NEW AMERICAN,40.76113093056,-73.98534428607,MN17,105,3,false,1,2026-04-30,2026-04-30,12.0,12,A,4,1,false
50178758,AREA 53,Brooklyn,616,SCHOLES STREET,11237,2018201555,UNKNOWN,40.71252671726,-73.9234132071,BK90,301,34,true,,,,,,,,,false
50178760,CLOUD CATERING,Queens,40-11,SKILLMAN AVENUE,11104,6469968920,UNKNOWN,40.74719034866,-73.92337681303,QN31,402,26,true,,,,,,,,,false
50178761,ISLAND FOODIE BX,Bronx,2368,HOFFMAN STREET,10458,9176274758,CARIBBEAN,40.8553218853,-73.88904381487,BX06,206,15,false,1,2026-04-15,2026-04-15,2.0,2,A,1,0,false
50178765,MEAT UP KOSHER,Staten Island,2005,VICTORY BOULEVARD,10314,3478552202,JEWISH/KOSHER,40.61259000446,-74.1304686983,SI07,501,50,false,1,2026-02-12,2026-02-12,24.0,24,N,5,3,false
50178767,BAR LOLA,Manhattan,346,WEST 46 STREET,10036,6464100950,UNKNOWN,40.7603518549,-73.98928629357,MN15,104,3,true,,,,,,,,,false
50178768,NEW FIVE STAR KACCHI BIRYANI HOUSE,Bronx,1457,UNIONPORT ROAD,10462,3472611850,BANGLADESHI,40.83538215271,-73.85521922579,BX46,209,18,false,1,2026-02-09,2026-02-09,23.0,23,N,5,2,false
50178771,DUNKIN,Brooklyn,1304,AVENUE M,11230,7186270667,DONUTS,40.61780989788,-73.96172153196,BK43,314,44,false,2,2025-12-04,2025-12-04,13.0,13,A,4,2,false
50178773,ONIMART,Manhattan,547,6 AVENUE,10011,9175434557,JAPANESE,40.73785349471,-73.99648891415,MN13,104,3,false,1,2026-01-20,2026-01-20,69.0,69,N,6,5,false
50178778,KASAMIA,Queens,62-27,FRESH POND ROAD,11379,7183506406,LATIN AMERICAN,40.71310767927,-73.90072342027,QN21,405,30,false,1,2025-12-10,2025-12-10,10.0,10,A,2,2,false
50178781,KTV,Queens,147-36,NORTHERN BOULEVARD,11354,9047671253,UNKNOWN,40.7651612766,-73.81906661901,QN51,407,20,true,,,,,,,,,false
50178782,KNEAD SOME LOVE NY,Manhattan,151,WEST 34 STREET,10001,7188442153,UNKNOWN,40.75050916477,-73.98947917044,MN17,105,3,true,,,,,,,,,false
50178785,BURNSIDE RESTAURANT & LOUNGE,Bronx,182,WEST BURNSIDE AVENUE,10453,9177949179,UNKNOWN,40.8543839852,-73.91585322147,BX36,205,14,true,,,,,,,,,false
50178786,BARACHOU,Manhattan,354,EAST 81 STREET,10028,3477252414,COFFEE/TEA,40.77410487256,-73.95282897557,MN32,108,5,false,1,2026-07-22,2026-07-22,23.0,23,N,4,2,false
50178788,LADY WILDE'S,Manhattan,520,8 AVENUE,10018,6464499405,UNKNOWN,40.75360548625,-73.99241670865,MN17,105,3,true,,,,,,,,,false
50178790,"MERA JFK T8, LLC",Queens,8,CENTRAL TERMINAL AREA,,7864367737,UNKNOWN,,,,,,true,,,,,,,,,false
50178792,GUY FIERI'S FLAVORTOWN,Queens,8,CENTRAL TERMINAL AREA,,7864367737,UNKNOWN,,,,,,true,,,,,,,,,false
50178793,COBBLESTONE PUB/BIERGARTEN/BLACK STAR COFFEE,Queens,8,CENTRAL TERMINAL AREA,,7864367737,UNKNOWN,,,,,,true,,,,,,,,,false
50178795,MITO,Queens,8,CENTRAL TERMINAL AREA,,7864367737,UNKNOWN,,,,,,true,,,,,,,,,false
50178796,BAGEL BOSS/PETIT GOURMET,Queens,8,CENTRAL TERMINAL AREA,,7864367737,UNKNOWN,,,,,,true,,,,,,,,,false
50178800,SPACE CLUB DUMBO,Brooklyn,50,GOLD STREET,11201,3474291046,UNKNOWN,40.70351794479,-73.98267725978,BK38,302,33,true,,,,,,,,,false
50178803,KENNEDY FRIED CHICKEN,Staten Island,253,BROADWAY,10310,7184470960,UNKNOWN,40.63522399838,-74.11733713797,SI35,501,49,true,,,,,,,,,false
50178805,SWEET & FAVORITE CAKE SHOP,Brooklyn,2109,AVENUE U,11229,9296341153,FUSION,40.59951969398,-73.95018361535,BK44,315,48,false,3,2026-05-01,2026-06-08,69.0,52,Z,21,11,false
50178806,PANINERIA,Manhattan,616A,AMSTERDAM AVENUE,10024,6465903663,ITALIAN,40.7900968925,-73.97326150255,MN12,107,6,false,2,2026-04-15,2026-06-06,11.0,0,N,5,2,false
50178808,NUTRI_SPOT593,Queens,46-17,104 STREET,11368,9293313756,UNKNOWN,40.74620803408,-73.85979867146,QN25,404,21,true,,,,,,,,,false
50178809,MAECHAN THAI CUISINE,Queens,103-07,QUEENS BOULEVARD,11375,9088641179,THAI,40.72483614077,-73.85021816105,QN17,406,29,false,1,2026-02-06,2026-02-06,12.0,12,A,3,1,false
50178811,SOMETHIN' ON MYRTLE,Brooklyn,503,MYRTLE AVENUE,11205,6468996186,UNKNOWN,40.69354482719,-73.96476471319,BK69,302,35,true,,,,,,,,,false
50178812,LA PARRILLA,Queens,103-05,ROOSEVELT AVENUE,11368,9176879141,TEX-MEX,40.74988660539,-73.86255191839,QN26,403,21,false,5,2025-12-07,2026-01-17,28.5,24,Z,16,6,false
50178813,PEONIA PASTA,Brooklyn,187,BEDFORD AVENUE,11211,7868652730,ITALIAN,40.71767452792,-73.95787616617,BK73,301,34,false,2,2025-12-23,2026-07-28,25.0,20,Z,7,5,false
50178814,XI'AN FAMOUS FOODS,Manhattan,885,8 AVENUE,10019,6462098242,CHINESE,40.76397718449,-73.98488158546,MN15,104,3,false,1,2026-04-25,2026-04-25,8.0,8,A,2,1,false
50178815,XI'AN FAMOUS FOODS,Manhattan,1390 1/2,2 AVENUE,10021,3478224192,CHINESE,,,,,,false,1,2026-01-16,2026-01-16,10.0,10,A,2,1,false
50178819,YOGURT CLUB,Manhattan,1240,LEXINGTON AVENUE,10028,9178904942,OTHER,40.77793259879,-73.95673302726,MN40,108,4,false,3,2025-12-10,2026-02-02,27.5,25,Z,11,6,false
50178820,GUALACENA DOS II,Brooklyn,251,WYCKOFF AVENUE,11237,9295979033,OTHER,40.7013820733,-73.91441693362,BK77,304,37,false,1,2026-06-17,2026-06-17,13.0,13,A,3,1,false
50178823,SWEETGREEN,Manhattan,870,BROADWAY,10003,6462956677,SALADS,40.73761158781,-73.99016683033,MN13,105,2,false,1,2026-04-14,2026-04-14,12.0,12,A,2,2,false
50178824,SWEETGREEN,Brooklyn,1153,BROADWAY,11221,2138381668,AMERICAN,40.69312716504,-73.92843000725,BK78,304,34,false,1,2026-02-25,2026-02-25,9.0,9,A,2,1,false
50178825,NANCY BLAKE'S TAVERN + TAP,Queens,82-19,NORTHERN BOULEVARD,11372,7184067751,IRISH,40.7555848346,-73.88511021746,QN28,403,25,false,1,2026-01-23,2026-01-23,12.0,12,A,2,2,false
50178826,ONE ASIAN KITCHEN,Queens,85-43,GRAND AVENUE,11373,7185650906,CHINESE,40.73559878927,-73.88102763096,QN50,404,30,false,1,2025-12-06,2025-12-06,27.0,27,N,4,3,false
50178828,'ESSEN,Manhattan,290,MADISON AVENUE,10017,2126890800,AMERICAN,40.75182813476,-73.98000461249,MN20,105,4,false,1,2026-08-04,2026-08-04,39.0,39,N,6,4,false
50178830,CAFE MANHATTAN,Manhattan,1674,BROADWAY,10019,9176708187,AMERICAN,40.76285433145,-73.98310939241,MN17,105,4,false,1,2025-11-24,2025-11-24,10.0,10,,3,1,false
50178834,PUNJABI CHAAP CORNER,Manhattan,110,LEXINGTON AVENUE,10016,5164987415,INDIAN,40.74235639659,-73.98267434024,MN21,105,2,false,2,2026-05-11,2026-05-11,45.0,45,,7,2,false
50178835,IHOP,Queens,98-01,LIBERTY AVENUE,11417,7186596501,AMERICAN,40.68094055234,-73.84120981701,QN56,410,32,false,2,2025-12-08,2025-12-08,2.0,2,A,2,0,false
50178839,TERIYAKI ONE JAPANESE GRILL,Bronx,253B,EAST 149 STREET,10451,5164032988,JAPANESE,40.81759339364,-73.9235447272,BX34,201,17,false,1,2025-12-07,2025-12-07,12.0,12,A,2,1,false
50178840,BERRYLICIOUS,Manhattan,1,HERALD SQUARE,10001,9174981158,UNKNOWN,40.75054190782,-73.98754102176,MN17,105,4,true,,,,,,,,,false
50178847,CAFE MIA,Brooklyn,1128,BROADWAY,11221,9298131897,COFFEE/TEA,40.69361078638,-73.92930216552,BK35,303,36,false,3,2026-01-17,2026-06-26,36.0,27,Z,13,9,false
50178849,TARTINERY,Manhattan,10,COLUMBUS CIRCLE,10019,9174091991,UNKNOWN,40.7678084912,-73.9822669673,MN14,104,3,true,,,,,,,,,false
50178852,MOCHI HUT,Queens,45-43B,BELL BOULEVARD,11361,7188198153,DONUTS,40.75914488049,-73.76870627767,QN46,411,19,false,1,2026-01-16,2026-01-16,10.0,10,A,2,2,false
50178853,INVERSE BY CR7,Manhattan,338,WEST 39 STREET,10018,2018527829,PORTUGUESE,40.75582050499,-73.99238036059,MN15,104,3,false,2,2025-12-01,2026-01-13,50.0,3,,6,3,false
50178857,GOOD OLE BOYS KETTLE KORN LLC,Manhattan,42,BROADWAY,10004,8608054877,UNKNOWN,40.70626329736,-74.01290873417,MN25,101,1,true,,,,,,,,,false
50178858,NEW GARDEN RESTAURANT,Staten Island,1755,RICHMOND ROAD,10306,6464310541,CHINESE,40.58744782934,-74.10351749558,SI24,502,50,false,1,2026-03-30,2026-03-30,25.0,25,N,4,3,false
50178859,AREPITAS NY CORPORATION,Manhattan,42,BROADWAY,10004,9172609570,UNKNOWN,40.70626329736,-74.01290873417,MN25,101,1,true,,,,,,,,,false
50178860,LEGACY COFFEE,Brooklyn,258,SCHAEFER STREET,11237,6315522238,COFFEE/TEA,40.69191666675,-73.90560519417,BK77,304,37,false,2,2026-01-20,2026-02-06,16.0,13,A,12,5,false
50178862,ASCEND FOOD GROUP LLC,Manhattan,2O,UNION SQ W,,3472440804,UNKNOWN,,,,,,true,,,,,,,,,false
50178863,LA CAVA,Manhattan,939,2 AVENUE,10022,9174550087,AMERICAN,40.75474052439,-73.96863040753,MN19,106,4,false,1,2025-11-13,2025-11-13,10.0,10,A,2,1,false
50178865,100'S RESTAURANT AND GRILL,Queens,127-19,MERRICK BOULEVARD,11434,3475933324,CARIBBEAN,40.68148819318,-73.76528826803,QN08,412,27,false,2,2026-03-04,2026-03-04,42.0,42,N,8,4,false
50178866,AICHA ORGANIC JUICE BAR,Bronx,2960,3 AVENUE,10455,3478591552,"JUICE, SMOOTHIES, FRUIT SALADS",40.8177276263,-73.91534698157,BX34,201,17,false,2,2026-02-25,2026-04-02,41.0,43,N,7,5,true
50178868,TOP SECRET COMEDY CLUB,Manhattan,44,AVENUE A,10009,6464272918,HOTDOGS/PRETZELS,40.72379115675,-73.98516492611,MN22,103,2,false,2,2025-11-25,2025-11-25,2.0,2,,3,0,false
50178870,SLAP BURGER,Bronx,86,EAST 161 STREET,10451,3475965955,HAMBURGERS,40.8273790653,-73.92454880269,BX63,204,16,false,2,2025-12-11,2026-07-17,27.0,24,Z,8,6,false
50178871,CASITA OF BROOKLYN,Staten Island,1456,RICHMOND ROAD,10304,9175136773,COFFEE/TEA,40.59400866759,-74.09953091236,SI36,502,50,false,1,2026-01-31,2026-01-31,10.0,10,A,2,2,false
50178873,POWERHOUSE GYM,Manhattan,158,WEST 27 STREET,10001,9174946424,OTHER,40.74608210698,-73.9925763627,MN17,105,3,false,2,2026-04-27,2026-04-27,24.0,24,N,7,3,false
50178876,MOONRISE BAGELS,Manhattan,58,WEST 8 STREET,10011,6313388817,BAGELS/PRETZELS,40.73330546865,-73.99887422022,MN23,102,1,false,1,2026-01-22,2026-01-22,2.0,2,A,1,0,false
50178877,BRICK BY BRICK,Bronx,2487,JEROME AVENUE,10468,6282332403,AMERICAN,40.86345133107,-73.90054511977,BX30,207,14,false,1,2025-12-15,2025-12-15,19.0,19,N,5,1,false
50178881,LA CASA DE LA EMPANADA,Bronx,1952,CLINTON AVENUE,10457,9299090600,SPANISH,40.84465429225,-73.89028693613,BX17,206,15,false,2,2026-01-15,2026-03-18,26.5,12,A,6,3,false
50178893,CHRISTMAS IN NEW YORK,Manhattan,1,HERALD SQUARE,10001,2126937600,UNKNOWN,40.75054190782,-73.98754102176,MN17,105,4,true,,,,,,,,,false
50178894,SAMMY'S BAKERY COMPANY LLC,Manhattan,1802,65 ST TRANSVERSE,,5166686882,UNKNOWN,,,,,,true,,,,,,,,,false
50178903,GOOD DAYS,Queens,68-01,FRESH POND ROAD,11385,3473842889,AMERICAN,40.7052180312,-73.89629531233,QN20,405,30,false,2,2026-04-29,2026-06-10,37.0,30,C,15,9,false
50178909,BAO'S WOK,Queens,37-09,COLLEGE POINT BOULEVARD,11354,3479727833,CHINESE,40.7600523645,-73.83484785189,QN22,407,20,false,5,2025-11-25,2026-06-15,36.67,10,A,17,8,false
50178911,5 PENN COFFEE BAR,Manhattan,5,PENN PLAZA,10001,9175928532,AMERICAN,40.75185440774,-73.99371624853,MN13,104,3,false,2,2026-04-21,2026-06-15,20.0,33,Z,4,3,false
50178912,THEY SAY THAT,Brooklyn,615,WILSON AVENUE,11207,3476776610,THAI,40.690023868,-73.90694568021,BK77,304,37,false,1,2026-04-30,2026-04-30,12.0,12,A,2,2,false
